date,place_name,race_num,race_type_detail,race_title_full,bank_length,distance,start_time,payout_yen,payout_pop,line_prediction,url,place_code,round,race_type,car_count,c1_existence,c1_name,c1_area,c1_age,c1_grad,c1_class,c1_leg,c1_score,c1_win,c1_2ren,c1_b,c1_rank,c2_existence,c2_name,c2_area,c2_age,c2_grad,c2_class,c2_leg,c2_score,c2_win,c2_2ren,c2_b,c2_rank,c3_existence,c3_name,c3_area,c3_age,c3_grad,c3_class,c3_leg,c3_score,c3_win,c3_2ren,c3_b,c3_rank,c4_existence,c4_name,c4_area,c4_age,c4_grad,c4_class,c4_leg,c4_score,c4_win,c4_2ren,c4_b,c4_rank,c5_existence,c5_name,c5_area,c5_age,c5_grad,c5_class,c5_leg,c5_score,c5_win,c5_2ren,c5_b,c5_rank,c6_existence,c6_name,c6_area,c6_age,c6_grad,c6_class,c6_leg,c6_score,c6_win,c6_2ren,c6_b,c6_rank,c7_existence,c7_name,c7_area,c7_age,c7_grad,c7_class,c7_leg,c7_score,c7_win,c7_2ren,c7_b,c7_rank
2026-04-02,宇都宮,04,P1,宇都宮競輪 レース詳細 | ＦＩＢＡ３×３宇都宮・Ｋドリ杯 4R Ａ級選抜 | 2026年04月02日【楽天Kドリームス】,400,1625,22:01,0,0,← 3自在 1追込 | 2押え先 5追込 | 7押え先 4追込 6追込,https://keirin.kdreams.jp/utsunomiya/racedetail/2420260401020004/,24,選抜,P1,7,1,小笠原 昭太,青森,50,76,A1,追,86.00,20.8,33.3,0,0,1,堀越 翔己,福岡,27,123,A1,逃,84.93,26.6,40.0,6,0,1,平山 優太,福島,26,119,A2,両,83.30,13.6,13.6,1,0,1,赤井 学,千葉,52,77,A2,追,82.11,5.5,16.6,0,0,1,楢原 由将,福岡,38,94,A2,両,82.00,0.0,9.0,0,0,1,高橋 健太,静岡,48,80,A2,追,81.38,5.5,5.5,0,0,1,戸塚 涼介,埼玉,32,111,A2,逃,80.66,9.5,23.8,14,0
2026-04-02,玉野,05,P2-A12,玉野競輪 レース詳細 | ガッツ玉ちゃん杯 5R Ａ級初日特選 | 2026年04月02日【楽天Kドリームス】,400,2025,17:24,0,0,← 7先行 1追込 | 2押え先 4追込 5追込 | 3押え先 6追込,https://keirin.kdreams.jp/tamano/racedetail/6120260402010005/,61,特選,P2,7,1,伊藤 世哉,三重,45,87,A1,追,93.19,19.0,47.6,0,1,1,北井 佑季,神奈川,36,119,A1,逃,96.23,82.3,94.1,12,0,1,中川 聖大,福岡,27,121,A1,逃,94.23,23.8,71.4,12,0,1,木暮 安由,群馬,41,92,A1,追,93.75,23.5,47.0,0,0,1,小橋 秀幸,青森,47,85,A1,追,92.08,25.0,37.5,0,2,1,藤原 浩,高知,46,87,A1,追,90.47,17.6,52.9,0,0,1,中釜 健次,大阪,27,121,A1,逃,90.95,33.3,47.6,5,2
2026-04-02,岸和田,09,P2-S,岸和田競輪 レース詳細 | 前検日コメならウィンチケット杯 9R Ｓ級選抜 | 2026年04月02日【楽天Kドリームス】,400,2025,14:23,0,0,← 5先行 4追込 2追込 | 3自在 | 7押え先 1追込 | 6自在,https://keirin.kdreams.jp/kishiwada/racedetail/5620260401020009/,56,選抜,P2,7,1,尾形 鉄馬,宮城,36,107,S2,追,100.70,5.2,21.0,1,0,1,伊勢崎 彰大,千葉,47,81,S2,追,97.51,0.0,13.7,0,0,1,横関 裕樹,岐阜,37,99,S2,両,101.86,18.1,22.7,1,0,1,石塚 孝幸,神奈川,46,89,S1,追,100.46,0.0,6.6,0,0,1,望月 湧世,静岡,22,123,S2,逃,97.05,5.5,22.2,8,0,1,吉武 信太朗,愛媛,32,107,S2,逃,95.08,4.0,4.0,3,0,1,磯島 成介,青森,26,115,S2,逃,102.00,12.5,41.6,12,0
2026-04-02,宇都宮,07,P1,宇都宮競輪 レース詳細 | ＦＩＢＡ３×３宇都宮・Ｋドリ杯 7R Ａ級準決勝 | 2026年04月02日【楽天Kドリームス】,400,1625,23:21,0,0,← 1先行 6追込 7追込 | 4押え先 2追込 | 5押え先 3追込,https://keirin.kdreams.jp/utsunomiya/racedetail/2420260401020007/,24,決勝,P1,7,1,片桐 善也,新潟,31,117,A1,逃,93.00,28.5,57.1,9,0,1,大崎 飛雄馬,愛媛,47,88,A1,追,91.50,11.1,16.6,0,0,1,稲葉 一真,静岡,36,100,A1,追,90.42,31.2,56.2,0,0,1,田川 翔琉,熊本,28,119,A1,逃,87.00,25.0,45.8,11,0,1,添田 龍児,神奈川,25,121,A1,逃,86.66,18.5,40.7,17,0,1,星野 辰也,栃木,40,95,A1,追,86.57,23.8,33.3,0,2,1,木村 貴宏,茨城,48,80,A2,追,85.68,0.0,15.0,0,3
2026-04-02,岸和田,07,P2-S,岸和田競輪 レース詳細 | 前検日コメならウィンチケット杯 7R Ｓ級一般 | 2026年04月02日【楽天Kドリームス】,400,2025,13:23,0,0,← 2自在 6追込 | 1追上 5追込 | 3押え先 4追込 7追込,https://keirin.kdreams.jp/kishiwada/racedetail/5620260401020007/,56,一般,P2,7,1,小酒 大勇,宮崎,32,103,S2,両,95.44,8.0,12.0,0,0,1,中村 弘之輔,北海道,34,109,S2,両,95.77,4.3,4.3,0,0,1,牧田 悠生,新潟,26,123,S2,逃,95.41,0.0,4.1,5,0,1,山下 渡,茨城,42,91,S2,追,105.35,25.0,40.0,0,0,1,桑原 亮,福岡,41,91,S2,追,96.27,0.0,6.8,0,0,1,安部 貴之,宮城,42,92,S2,追,94.75,0.0,4.7,0,0,1,芦澤 辰弘,茨城,37,95,S1,追,98.55,9.5,38.0,0,0
2026-04-02,武雄,06,P2-Chal,武雄競輪 レース詳細 | オッズ・パーク杯 6R チャレンジ予選 | 2026年04月02日【楽天Kドリームス】,400,1625,10:20,0,0,← 1先行 7追込 | 6自在 2追込 | 4押え先 3追込 5追込,https://keirin.kdreams.jp/takeo/racedetail/8420260402010006/,84,予選,P2,7,1,牧田 賢也,福島,29,111,A3,逃,74.16,33.3,38.8,6,0,1,梶原 秀庸,大阪,51,77,A3,追,67.95,0.0,22.7,0,0,1,木下 章,長野,57,61,A3,両,71.66,28.5,28.5,0,3,1,菱沼 元樹,埼玉,31,111,A3,逃,71.22,16.6,50.0,12,0,1,長崎 達也,神奈川,44,89,A3,両,68.50,4.1,12.5,0,0,1,山村 慮太,大阪,39,97,A3,両,66.55,11.1,18.5,0,0,1,桂馬 将人,福島,44,89,A3,両,70.66,14.2,28.5,0,3
2026-04-02,京王閣,06,P2-S,京王閣競輪 レース詳細 | Ｓ市原Ｃ＆デイリースポーツ杯 6R Ｓ級一般 | 2026年04月02日【楽天Kドリームス】,400,2025,18:00,0,0,← 1先行 4追込 7追込 | 2押え先 5追込 6追込 | 3自在,https://keirin.kdreams.jp/keiokaku/racedetail/2720260401020006/,27,一般,P2,7,1,小林 稜武,栃木,32,113,S2,逃,94.73,3.8,11.5,7,0,1,城戸 俊潔,岡山,27,115,S2,逃,100.00,21.7,43.4,8,0,1,神尾 敬冬,静岡,26,123,S2,逃,93.07,3.8,7.6,5,0,1,朝倉 佳弘,東京,45,90,S1,追,99.43,13.0,21.7,0,0,1,坂本 修一,岡山,38,99,S2,追,97.96,11.5,19.2,0,0,1,鈴木 幸紀,三重,49,78,S2,追,91.93,0.0,0.0,0,0,1,野中 祐志,埼玉,38,98,S2,追,97.27,0.0,0.0,0,5
2026-04-02,大垣,05,P3,大垣競輪 レース詳細 | おトクにＰＬＡＹオッズパーク杯 5R ガールズ予選２ | 2026年04月02日【楽天Kドリームス】,400,1625,12:46,0,0,← 1自在 | 3自在 | 2自在 | 6自在 | 7自在 | 5自在 | 4追上,https://keirin.kdreams.jp/ogaki/racedetail/4420260401020005/,44,予選,P3,7,1,成海 綾香,沖縄,25,128,L1,両,46.14,4.7,4.7,0,0,1,保立 沙織,神奈川,42,118,L1,両,45.22,0.0,0.0,0,2,1,宮地 寧々,岐阜,30,110,L1,両,51.26,8.6,26.0,3,0,1,蛯原 杏奈,北海道,26,120,L1,追,47.84,0.0,8.0,0,0,1,藤田 まりあ,埼玉,26,116,L1,両,54.95,33.3,71.4,4,0,1,西脇 美唯奈,愛知,24,120,L1,両,52.36,13.6,31.8,5,0,1,野口 諭実可,大分,33,102,L1,両,48.16,0.0,16.6,1,0
2026-04-02,名古屋,01,P3,名古屋競輪 レース詳細 | 秀長МＤ ＣＴＣなら３分前まで 1R ガールズ予選２ | 2026年04月02日【楽天Kドリームス】,400,1625,20:57,0,0,-,https://keirin.kdreams.jp/nagoya/racedetail/4220260401020001/,42,予選,P3,7,1,石井 寛子,東京,40,104,L1,両,56.33,55.5,94.4,0,0,1,岡田 優歩,和歌山,22,128,L1,両,54.35,25.0,60.0,11,0,1,三森 彩桜,福島,26,116,L1,追,51.57,0.0,23.8,0,2,1,村田 奈穂,熊本,34,116,L1,両,51.23,9.5,28.5,0,0,1,普久原 美海,栃木,21,126,L1,追,48.50,0.0,3.5,0,0,1,中原 恭恵,広島,39,126,L1,両,46.20,0.0,4.7,0,0,1,羽田野 愛花,大分,24,124,L1,追,45.07,0.0,0.0,0,0
2026-04-02,武雄,04,P2-Chal,武雄競輪 レース詳細 | オッズ・パーク杯 4R チャレンジ予選 | 2026年04月02日【楽天Kドリームス】,400,1625,09:40,0,0,← 7先行 1追込 | 4押え先 2追込 | 6追上 | 5押え先 3追込,https://keirin.kdreams.jp/takeo/racedetail/8420260402010004/,84,予選,P2,7,1,後田 康成,長崎,53,75,A3,追,69.45,0.0,10.0,0,0,1,古城 英之,広島,50,78,A3,追,70.09,18.1,27.2,0,0,1,大澤 裕之,埼玉,53,71,A3,追,72.37,14.8,29.6,0,0,1,土居 佑次,高知,28,113,A3,逃,70.55,27.7,38.8,4,0,1,里見 恒平,千葉,49,99,A3,逃,72.44,24.1,44.8,4,0,1,濱田 昭一郎,鹿児島,57,67,A3,追,66.37,0.0,4.1,0,0,1,永田 秀佑,長崎,34,103,A3,両,67.21,14.2,28.5,2,4
2026-04-02,小田原,03,P2-Chal,小田原競輪 レース詳細 | 東京スポーツ杯 3R チャレンジ準決勝 | 2026年04月02日【楽天Kドリームス】,333,1662,09:10,0,0,← 1先行 7追込 5追込 | 3追上 | 4押え先 2追込 6追込,https://keirin.kdreams.jp/odawara/racedetail/3620260401020003/,36,決勝,P2,7,1,吉野 太晟,岡山,24,127,A3,逃,78.16,54.1,79.1,19,0,1,武田 哲二,京都,55,65,A3,追,73.66,3.7,40.7,0,0,1,前川 裕希,北海道,49,95,A3,追,67.14,0.0,14.2,0,1,1,土生 智徳,大阪,29,127,A3,逃,77.29,48.1,85.1,15,0,1,松丸 裕紀,福岡,45,86,A3,追,69.30,8.6,26.0,0,5,1,高野 輝彰,愛知,50,83,A3,追,65.53,0.0,0.0,0,0,1,上原 直樹,岡山,52,75,A3,追,70.71,10.7,25.0,0,0
2026-04-02,小田原,05,P2-Chal,小田原競輪 レース詳細 | 東京スポーツ杯 5R チャレンジ準決勝 | 2026年04月02日【楽天Kドリームス】,333,1662,09:50,0,0,← 1先行 5追込 7追込 | 6追上 | 2押え先 4追込 3追込,https://keirin.kdreams.jp/odawara/racedetail/3620260401020005/,36,決勝,P2,7,1,椎名 俊介,茨城,25,127,A3,逃,79.58,83.3,95.8,17,0,1,岩原 健馬,愛知,21,127,A3,逃,76.91,54.1,75.0,10,0,1,武智 尚之,愛媛,54,70,A3,追,67.16,5.5,22.2,0,0,1,吉川 悟,大阪,49,79,A3,追,74.47,19.0,38.0,1,0,1,中川 昌久,茨城,46,94,A3,追,71.40,6.6,20.0,0,0,1,鳥丸 晃順,岡山,45,89,A3,追,66.80,9.0,18.1,1,2,1,亀井 道佳,宮城,48,83,A3,追,70.08,4.1,16.6,0,2
2026-04-02,小田原,06,P3,小田原競輪 レース詳細 | 東京スポーツ杯 6R ガールズ予選２ | 2026年04月02日【楽天Kドリームス】,333,1662,10:10,0,0,← 1先行 | 3追上 | 4自在 | 2自在 | 6自在 | 5追込 | 7自在,https://keirin.kdreams.jp/odawara/racedetail/3620260401020006/,36,予選,P3,7,1,畠山 ひすい,神奈川,23,122,L1,逃,54.27,44.4,61.1,9,0,1,高本 美穂,熊本,23,124,L1,追,47.09,9.0,9.0,0,0,1,荒川 ひかり,茨城,31,110,L1,追,48.55,0.0,22.2,0,0,1,渡部 遥,愛媛,23,122,L1,両,52.46,13.3,53.3,7,0,1,藤原 亜衣里,新潟,45,102,L1,追,45.36,0.0,0.0,0,2,1,永塚 祐子,神奈川,40,118,L1,両,53.16,27.7,38.8,3,2,1,石田 春海,大阪,27,128,L1,両,47.76,19.0,23.8,6,2
2026-04-02,玉野,03,P2-A12,玉野競輪 レース詳細 | ガッツ玉ちゃん杯 3R Ａ級予選 | 2026年04月02日【楽天Kドリームス】,400,2025,16:36,0,0,← 1先行 4追込 | 7押え先 3追込 | 5押え先 2追込 6追込,https://keirin.kdreams.jp/tamano/racedetail/6120260402010003/,61,予選,P2,7,1,木村 浩宣,香川,39,97,A1,逃,87.83,29.1,37.5,7,0,1,山田 裕哉,岐阜,39,98,A1,追,88.16,21.0,57.8,0,0,1,近藤 寛央,東京,39,97,A1,追,86.05,5.5,16.6,0,0,1,戸伏 康夫,岡山,45,96,A2,追,88.71,28.5,33.3,0,4,1,松田 安綱,大阪,24,127,A2,逃,84.85,25.0,25.0,3,0,1,白井 一機,愛知,56,65,A2,追,76.66,0.0,0.0,0,0,1,佐々木 孝司,青森,47,84,A2,逃,81.38,9.5,14.2,10,0
2026-04-02,宇都宮,02,P1,宇都宮競輪 レース詳細 | ＦＩＢＡ３×３宇都宮・Ｋドリ杯 2R Ａ級一般 | 2026年04月02日【楽天Kドリームス】,400,1625,21:13,0,0,← 1先行 2追込 4追込 5追込 | 7押え先 6追込 3追込,https://keirin.kdreams.jp/utsunomiya/racedetail/2420260401020002/,24,一般,P1,7,1,長松 大祐,大分,27,121,A1,逃,87.57,28.5,42.8,6,0,1,榊原 洋,岡山,47,85,A2,追,84.73,5.2,26.3,0,0,1,坂本 昌宏,青森,41,91,A2,追,80.95,5.0,15.0,0,0,1,黒田 大介,愛媛,51,77,A2,追,79.80,0.0,0.0,0,0,1,米澤 大輔,徳島,51,73,A2,追,78.83,0.0,0.0,0,0,1,篠崎 高志,栃木,53,72,A2,追,76.82,0.0,0.0,0,0,1,小川 辰徳,埼玉,38,100,A2,両,75.83,0.0,0.0,2,5
2026-04-02,武雄,03,P2-Chal,武雄競輪 レース詳細 | オッズ・パーク杯 3R チャレンジ予選 | 2026年04月02日【楽天Kドリームス】,400,1625,09:20,0,0,← 5先行 1追込 3追込 | 6追上 | 4押え先 7追込 2追込,https://keirin.kdreams.jp/takeo/racedetail/8420260402010003/,84,予選,P2,7,1,亀谷 隆一,神奈川,39,92,A3,追,72.77,18.5,48.1,1,0,1,仙石 淳,沖縄,53,73,A3,追,68.69,8.6,17.3,0,0,1,小塚 潤,愛知,46,86,A3,追,68.82,0.0,13.7,0,0,1,五反田 豊和,宮崎,48,80,A3,両,67.71,4.7,28.5,5,0,1,伊藤 翼,神奈川,40,94,A3,両,72.00,40.9,50.0,4,0,1,岡田 雅也,高知,46,88,A3,追,67.43,6.2,31.2,0,0,1,米原 大輔,沖縄,45,86,A3,追,73.88,14.8,44.4,0,0
2026-04-02,名古屋,04,P1,名古屋競輪 レース詳細 | 秀長МＤ ＣＴＣなら３分前まで 4R Ａ級特一般 | 2026年04月02日【楽天Kドリームス】,400,1625,22:09,0,0,-,https://keirin.kdreams.jp/nagoya/racedetail/4220260401020004/,42,一般,P1,7,1,田上 晃也,岡山,28,115,A2,逃,89.23,35.2,52.9,9,0,1,谷口 幸司,高知,32,111,A1,追,87.11,0.0,33.3,0,0,1,野間 司,茨城,40,94,A1,追,83.61,5.5,22.2,0,0,1,齋藤 輝彦,神奈川,43,93,A2,追,82.61,0.0,14.2,0,0,1,阿部 英光,宮城,44,89,A2,追,81.33,0.0,0.0,0,0,1,伊早坂 駿一,茨城,31,105,A2,逃,78.45,4.1,16.6,1,1,1,大久保 直也,徳島,48,85,A2,両,77.56,0.0,0.0,0,0
2026-04-02,岸和田,05,P2-A12,岸和田競輪 レース詳細 | 前検日コメならウィンチケット杯 5R Ａ級準決勝 | 2026年04月02日【楽天Kドリームス】,400,2025,12:28,0,0,← 1先行 5追込 7追込 | 4押え先 2追込 | 6押え先 3追込,https://keirin.kdreams.jp/kishiwada/racedetail/5620260401020005/,56,決勝,P2,7,1,吉川 希望,石川,32,111,A1,逃,90.58,41.6,54.1,8,0,1,森岡 正臣,高知,50,75,A1,追,86.14,0.0,33.3,0,0,1,梶原 恵介,大分,43,92,A1,追,89.43,13.0,39.1,0,0,1,中田 拓也,広島,29,127,A2,逃,88.85,28.5,42.8,14,0,1,北川 大五郎,大阪,34,103,A1,両,88.63,8.3,16.6,1,0,1,枝村 弘樹,宮崎,26,123,A1,逃,82.66,4.7,14.2,6,2,1,内田 英介,東京,44,91,A1,追,89.80,4.7,38.0,0,0
2026-04-02,京王閣,12,P1,京王閣競輪 レース詳細 | Ｓ市原Ｃ＆デイリースポーツ杯 12R Ｓ級準決勝 | 2026年04月02日【楽天Kドリームス】,400,1625,20:30,0,0,← 5先行 1追込 | 3自在 | 4自在 | 2押え先 7追込 | 6自在,https://keirin.kdreams.jp/keiokaku/racedetail/2720260401020012/,27,決勝,P1,7,1,岩津 裕介,岡山,44,87,S1,追,108.37,20.8,33.3,0,0,1,木村 弘,青森,34,100,S1,逃,99.50,4.7,23.8,13,0,1,纐纈 洸翔,愛知,23,121,S1,両,103.33,28.5,33.3,1,0,1,野田 源一,福岡,47,81,S2,両,104.76,4.7,42.8,0,0,1,犬伏 湧也,徳島,30,119,S1,逃,114.33,37.5,50.0,8,0,1,池野 健太,兵庫,34,109,S1,逃,99.17,17.2,27.5,5,0,1,星野 洋輝,福島,26,115,S2,追,108.27,22.2,50.0,0,3
2026-04-02,岸和田,01,P2-A12,岸和田競輪 レース詳細 | 前検日コメならウィンチケット杯 1R Ａ級一般 | 2026年04月02日【楽天Kドリームス】,400,2025,10:45,0,0,← 1先行 7追込 | 2追上 5追込 | 4追上 | 3押え先 6追込,https://keirin.kdreams.jp/kishiwada/racedetail/5620260401020001/,56,一般,P2,7,1,松本 一志,宮崎,29,117,A2,逃,79.66,9.5,23.8,10,0,1,佐藤 亙,愛知,46,85,A1,追,88.71,4.7,28.5,1,0,1,中山 拓人,埼玉,26,121,A1,逃,81.38,11.1,16.6,5,0,1,安本 昇平,山口,31,113,A2,逃,79.73,0.0,0.0,0,0,1,西 徹,石川,48,79,A2,追,85.28,4.7,23.8,0,0,1,西巻 秀太,新潟,41,97,A2,追,79.00,0.0,4.5,0,0,1,杉山 剛,福岡,48,86,A2,両,82.04,0.0,12.0,1,3
2026-04-02,小倉,07,P1,小倉競輪 レース詳細 | 前検日コメならウィンチケット杯 7R チャレンジ準決勝 | 2026年04月02日【楽天Kドリームス】,400,1625,23:12,0,0,-,https://keirin.kdreams.jp/kokura/racedetail/8120260401020007/,81,決勝,P1,7,1,杉浦 颯太,北海道,20,127,A3,逃,78.81,75.0,83.3,11,1,1,堀 勝政,群馬,47,83,A3,追,74.09,27.2,40.9,0,0,1,丸林 一孝,福岡,48,81,A3,追,73.04,9.0,31.8,0,0,1,大薗 宏,茨城,52,71,A3,追,70.92,19.2,30.7,0,0,1,花田 雄飛,愛知,25,127,A3,逃,70.70,33.3,44.4,16,0,1,川本 恵二,兵庫,50,78,A3,追,69.40,4.0,12.0,0,0,1,勝部 貴博,福岡,37,105,A3,両,69.08,16.6,29.1,11,0
2026-04-02,武雄,07,P2-Chal,武雄競輪 レース詳細 | オッズ・パーク杯 7R チャレンジ予選 | 2026年04月02日【楽天Kドリームス】,400,1625,10:40,0,0,← 5先行 1追込 3追込 7追込 | 4押え先 2追込 6追込,https://keirin.kdreams.jp/takeo/racedetail/8420260402010007/,84,予選,P2,7,1,足達 重満,長崎,50,80,A3,追,75.26,41.6,50.0,0,0,1,吉橋 秀城,埼玉,47,85,A3,追,70.35,3.5,21.4,1,1,1,赤松 秀展,高知,53,76,A3,追,69.75,0.0,20.8,0,0,1,等々力 久就,長野,35,98,A3,逃,69.56,13.3,33.3,10,0,1,新垣 慶晃,沖縄,25,127,A3,逃,77.38,50.0,83.3,9,0,1,藤原 義晴,岩手,45,88,A3,追,64.40,0.0,4.5,0,0,1,志村 正洋,神奈川,51,77,A3,追,67.37,0.0,12.5,0,0
2026-04-02,岸和田,08,P2-S,岸和田競輪 レース詳細 | 前検日コメならウィンチケット杯 8R Ｓ級選抜 | 2026年04月02日【楽天Kドリームス】,400,2025,13:53,0,0,← 7先行 4追込 1追込 | 2自在 6追込 | 5自在 3追込,https://keirin.kdreams.jp/kishiwada/racedetail/5620260401020008/,56,選抜,P2,7,1,土屋 壮登,埼玉,39,101,S2,追,101.47,4.1,41.6,0,0,1,小堺 浩二,石川,43,91,S2,両,101.55,20.6,31.0,1,0,1,米嶋 恵介,岡山,34,119,S2,両,97.89,10.0,13.3,0,0,1,河合 佑弥,東京,31,113,S2,逃,100.00,4.1,25.0,7,0,1,和泉 尚吾,愛媛,29,117,S2,両,101.17,13.0,30.4,2,0,1,稲垣 裕之,京都,48,86,S2,両,96.50,0.0,9.5,0,0,1,藤田 周磨,埼玉,28,117,S2,逃,97.00,5.5,11.1,2,0
2026-04-02,武雄,05,P2-Chal,武雄競輪 レース詳細 | オッズ・パーク杯 5R チャレンジ予選 | 2026年04月02日【楽天Kドリームス】,400,1625,10:00,0,0,← 7先行 1追込 | 4押え先 2追込 6追込 | 3自在 5追込,https://keirin.kdreams.jp/takeo/racedetail/8420260402010005/,84,予選,P2,7,1,服部 竜二,愛知,54,76,A3,追,70.94,5.0,25.0,0,0,1,石井 毅,神奈川,52,74,A3,追,72.91,16.6,37.5,0,0,1,佐藤 康恭,福島,39,94,A3,両,69.47,4.1,12.5,3,0,1,山本 和瑳,神奈川,24,127,A3,逃,72.68,29.4,47.0,12,0,1,真船 拓磨,福島,40,96,A3,追,70.41,8.3,16.6,0,0,1,石井 孝,千葉,54,68,A3,追,67.11,3.7,11.1,0,4,1,磯村 蓮太,愛知,28,115,A3,逃,70.00,0.0,10.0,0,3
2026-04-02,小倉,02,P1,小倉競輪 レース詳細 | 前検日コメならウィンチケット杯 2R チャレンジ一般 | 2026年04月02日【楽天Kドリームス】,400,1625,21:05,0,0,-,https://keirin.kdreams.jp/kokura/racedetail/8120260401020002/,81,一般,P1,7,1,鈴木 豪,福島,39,105,A3,両,70.45,0.0,22.7,5,0,1,高田 大輔,岡山,36,97,A3,追,69.15,21.4,28.5,0,0,1,小林 大能,千葉,46,87,A3,追,68.70,0.0,14.8,0,0,1,松本 充生,愛媛,47,94,A3,両,67.00,12.5,20.8,3,0,1,梶應 弘樹,愛媛,60,57,A3,追,61.88,0.0,0.0,0,0,1,鈴木 龍之介,栃木,47,81,A3,追,61.51,0.0,0.0,0,0,1,柏野 健吾,岡山,23,127,A3,逃,0.00,0.0,0.0,0,0
2026-04-02,大垣,07,P2-A12,大垣競輪 レース詳細 | おトクにＰＬＡＹオッズパーク杯 7R Ａ級特一般 | 2026年04月02日【楽天Kドリームス】,400,2025,13:43,0,0,← 5自在 1追込 6追込 3追込 | 4押え先 2追込 7追込,https://keirin.kdreams.jp/ogaki/racedetail/4420260401020007/,44,一般,P2,7,1,田中 雅史,愛知,49,79,A1,追,85.09,0.0,14.2,0,0,1,宮倉 勇,千葉,61,58,A2,追,84.55,4.7,9.5,0,0,1,藤井 孝則,兵庫,47,82,A2,追,81.04,0.0,9.5,0,0,1,田頭 寛之,千葉,37,109,A1,両,83.71,14.2,25.0,5,0,1,深見 仁哉,愛知,43,91,A2,追,81.44,0.0,8.0,0,0,1,小川 将人,愛知,50,75,A2,追,79.69,0.0,8.6,0,0,1,飯尾 主税,静岡,47,81,A1,追,87.20,20.8,33.3,0,0
2026-04-02,大垣,10,P2-A12,大垣競輪 レース詳細 | おトクにＰＬＡＹオッズパーク杯 10R Ａ級準決勝 | 2026年04月02日【楽天Kドリームス】,400,2025,15:13,0,0,← 4先行 7追込 1追込 | 5押え先 2追込 | 6押え先 3追込,https://keirin.kdreams.jp/ogaki/racedetail/4420260401020010/,44,決勝,P2,7,1,植草 亮介,千葉,41,90,A1,追,86.26,13.0,39.1,0,0,1,富永 益生,愛知,55,66,A1,追,93.57,23.8,42.8,0,0,1,中井 護,滋賀,51,74,A2,追,84.66,11.1,22.2,0,0,1,三好 恵一郎,群馬,38,99,A1,両,92.19,14.2,33.3,7,0,1,高野 信元,愛知,26,125,A2,逃,90.20,29.1,70.8,12,2,1,大城 慶之,大阪,41,113,A2,逃,83.40,20.0,40.0,2,0,1,寺沼 伊織,東京,28,115,A1,両,86.11,11.1,38.8,0,0
2026-04-02,名古屋,03,P1,名古屋競輪 レース詳細 | 秀長МＤ ＣＴＣなら３分前まで 3R Ａ級特一般 | 2026年04月02日【楽天Kドリームス】,400,1625,21:45,0,0,-,https://keirin.kdreams.jp/nagoya/racedetail/4220260401020003/,42,一般,P1,7,1,伊原 弘幸,福井,41,90,A1,追,86.71,9.5,38.0,0,0,1,小原 亮哉,大分,35,113,A1,追,85.61,19.0,38.0,1,0,1,増田 利明,静岡,47,81,A2,両,84.65,5.0,30.0,4,0,1,山中 崇弘,高知,30,113,A2,追,82.63,10.5,21.0,0,0,1,外崎 一成,北海道,39,94,A2,追,82.37,5.8,11.7,0,0,1,小山 峻汰,熊本,25,125,A2,逃,80.28,14.2,19.0,3,0,1,渡邊 政幸,埼玉,43,90,A2,追,79.25,5.0,10.0,0,0
2026-04-02,名古屋,06,P1,名古屋競輪 レース詳細 | 秀長МＤ ＣＴＣなら３分前まで 6R Ａ級準決勝 | 2026年04月02日【楽天Kドリームス】,400,1625,23:03,0,0,-,https://keirin.kdreams.jp/nagoya/racedetail/4220260401020006/,42,決勝,P1,7,1,前反 祐一郎,広島,52,81,A1,追,91.88,22.2,44.4,0,0,1,一守 大葵,兵庫,21,127,A2,逃,91.21,52.6,63.1,13,0,1,小林 信晴,愛知,48,83,A1,追,89.91,13.0,34.7,1,0,1,宮下 貴之,埼玉,51,81,A1,追,87.33,15.7,42.1,0,0,1,中原 航大,岡山,26,123,A1,逃,87.17,17.3,17.3,9,2,1,朝日 勇,愛知,51,74,A2,追,84.00,9.5,28.5,0,1,1,田原 宥明,北海道,35,105,A1,両,82.41,16.6,37.5,11,0
2026-04-02,岸和田,12,P2-S,岸和田競輪 レース詳細 | 前検日コメならウィンチケット杯 12R Ｓ級準決勝 | 2026年04月02日【楽天Kドリームス】,400,2025,15:57,0,0,← 1先行 5追込 4追込 | 2追上 | 3押え先 7追込 6追込,https://keirin.kdreams.jp/kishiwada/racedetail/5620260401020012/,56,決勝,P2,7,1,清水 裕友,山口,31,105,S1,両,117.75,33.3,41.6,2,3,1,横山 尚則,茨城,34,100,S1,追,107.28,28.5,42.8,0,0,1,谷内 健太,京都,25,125,S2,逃,107.69,38.4,69.2,10,0,1,佐々木 雄一,福島,46,83,S1,追,103.59,22.2,29.6,0,3,1,小倉 竜二,徳島,49,77,S1,追,110.27,17.3,34.7,0,0,1,高橋 和也,愛知,39,91,S2,両,102.84,7.6,34.6,3,2,1,村上 博幸,京都,46,86,S1,追,112.00,40.0,60.0,0,0
